id,model,pipeline_notes,hyperparam_notes,notes,roc_auc,accuracy,precision,recall,f1,TN,TP,FP,FN
0,rf_base_undsampl,under_sample,None,None,0.6063392724630032,,,,,,,,
0,rf_base_smote,SMOTE,None,None,0.504180640300917,,,,,,,,
0,rf_held_out_test,under_sample,tuned_best_roc_auc,None,0.6586141595627101,0.6225585693591088,0.1730793022392676,0.6160281814178776,0.2702337260961947,11064,1399,6684,872
0,rf_f2_weighted,under_sample,tuned_best_roc_auc,None,0.6586141595627101,0.503471701883211,0.15264063773892564,0.7419638925583444,0.2531930879038317,8394,1685,9354,586
